ID,Location,Country,Flag,Time,PC_HEALTHXP,PC_GDP,USD_CAP,TOTAL_SPEND
8,AUS,Australia,https://flagicons.lipis.dev/flags/4x3/au.svg,2003,15.761,1.244,401.302,7984.06
55,AUT,Austria,https://flagicons.lipis.dev/flags/4x3/at.svg,2003,13.607,1.304,417.087,3387.34
76,BEL,Belgium,https://flagicons.lipis.dev/flags/4x3/be.svg,2003,17.13,1.557,483.535,5017.22
111,CAN,Canada,https://flagicons.lipis.dev/flags/4x3/ca.svg,2003,17.845,1.614,519.989,16471.17
169,CHE,Switzerland,https://flagicons.lipis.dev/flags/4x3/ch.svg,2003,10.616,1.103,414.972,3045.48
201,CZE,Czech Republic,https://flagicons.lipis.dev/flags/4x3/cz.svg,2003,25.196,1.657,320.79,3270.13
248,DEU,Germany,https://flagicons.lipis.dev/flags/4x3/de.svg,2003,14.936,1.547,469.542,38753.26
289,DNK,Denmark,https://flagicons.lipis.dev/flags/4x3/dk.svg,2003,9.241,0.823,253.303,1365.45
314,ESP,Spain,https://flagicons.lipis.dev/flags/4x3/es.svg,2003,21.879,1.648,412.778,17414.13
337,EST,Estonia,https://flagicons.lipis.dev/flags/4x3/ee.svg,2003,24.654,1.204,157.352,215.69
354,FIN,Finland,https://flagicons.lipis.dev/flags/4x3/fi.svg,2003,16.126,1.236,358.157,1867.08
391,FRA,France,https://flagicons.lipis.dev/flags/4x3/fr.svg,2003,17.559,1.763,499.545,31094.12
465,GRC,Greece,https://flagicons.lipis.dev/flags/4x3/gr.svg,2003,21.388,1.753,418.525,4573.67
490,HUN,Hungary,https://flagicons.lipis.dev/flags/4x3/hu.svg,2003,27.593,2.247,346.433,3509.21
505,IRL,Ireland,https://flagicons.lipis.dev/flags/4x3/ie.svg,2003,15.088,1.057,383.182,1531.39
555,ISL,Iceland,https://flagicons.lipis.dev/flags/4x3/ic.svg,2003,15.241,1.536,496.023,143.61
599,ITA,Italy,https://flagicons.lipis.dev/flags/4x3/it.svg,2003,21.375,1.679,488.266,27984.09
630,JPN,Japan,https://flagicons.lipis.dev/flags/4x3/jp.svg,2003,19.527,1.486,429.378,54839.3
676,KOR,South Korea,https://flagicons.lipis.dev/flags/4x3/kr.svg,2003,29.38,1.397,298.593,14300.31
718,LUX,Luxembourg,https://flagicons.lipis.dev/flags/4x3/lu.svg,2003,10.965,0.764,478.191,215.97
743,MEX,Mexico,https://flagicons.lipis.dev/flags/4x3/mx.svg,2003,35.894,2.134,230.651,24366.08
816,NOR,Norway,https://flagicons.lipis.dev/flags/4x3/no.svg,2003,9.877,0.911,350.856,1601.61
880,POL,Poland,https://flagicons.lipis.dev/flags/4x3/pl.svg,2003,31.574,1.883,230.732,8815.02
889,PRT,Portugal,https://flagicons.lipis.dev/flags/4x3/pt.svg,2003,22.284,1.984,413.377,4323.44
945,SVK,Slovakia,https://flagicons.lipis.dev/flags/4x3/sk.svg,2003,40.239,2.196,310.549,1668.7
961,SVN,Slovenia,https://flagicons.lipis.dev/flags/4x3/si.svg,2003,21.213,1.714,362.285,723.02
995,SWE,Sweden,https://flagicons.lipis.dev/flags/4x3/se.svg,2003,14.215,1.203,378.634,3391.89
1024,USA,United States,https://flagicons.lipis.dev/flags/4x3/um.svg,2003,12.327,1.782,707.226,205171.87
9,AUS,Australia,https://flagicons.lipis.dev/flags/4x3/au.svg,2004,15.656,1.269,429.882,8652.41
53,AUT,Austria,https://flagicons.lipis.dev/flags/4x3/at.svg,2004,13.41,1.294,435.327,3557.48
71,BEL,Belgium,https://flagicons.lipis.dev/flags/4x3/be.svg,2004,17.098,1.557,502.408,5235.66
120,CAN,Canada,https://flagicons.lipis.dev/flags/4x3/ca.svg,2004,17.992,1.637,553.47,17708.27
170,CHE,Switzerland,https://flagicons.lipis.dev/flags/4x3/ch.svg,2004,10.549,1.1,430.299,3179.75
200,CZE,Czech Republic,https://flagicons.lipis.dev/flags/4x3/cz.svg,2004,25.671,1.642,341.185,3479.1
247,DEU,Germany,https://flagicons.lipis.dev/flags/4x3/de.svg,2004,14.348,1.454,462.927,38199.0
288,DNK,Denmark,https://flagicons.lipis.dev/flags/4x3/dk.svg,2004,8.921,0.804,264.636,1430.23
315,ESP,Spain,https://flagicons.lipis.dev/flags/4x3/es.svg,2004,21.26,1.62,424.38,18215.19
336,EST,Estonia,https://flagicons.lipis.dev/flags/4x3/ee.svg,2004,25.539,1.301,187.682,255.73
355,FIN,Finland,https://flagicons.lipis.dev/flags/4x3/fi.svg,2004,16.223,1.264,393.582,2057.71
392,FRA,France,https://flagicons.lipis.dev/flags/4x3/fr.svg,2004,17.63,1.785,522.087,32737.41
464,GRC,Greece,https://flagicons.lipis.dev/flags/4x3/gr.svg,2004,23.038,1.827,465.174,5096.05
489,HUN,Hungary,https://flagicons.lipis.dev/flags/4x3/hu.svg,2004,29.108,2.267,367.309,3712.45
504,IRL,Ireland,https://flagicons.lipis.dev/flags/4x3/ie.svg,2004,15.655,1.131,437.694,1781.53
554,ISL,Iceland,https://flagicons.lipis.dev/flags/4x3/ic.svg,2004,15.39,1.471,519.038,151.6
598,ITA,Italy,https://flagicons.lipis.dev/flags/4x3/it.svg,2004,20.996,1.719,506.591,29222.87
631,JPN,Japan,https://flagicons.lipis.dev/flags/4x3/jp.svg,2004,19.459,1.49,452.975,57872.54
677,KOR,South Korea,https://flagicons.lipis.dev/flags/4x3/kr.svg,2004,29.254,1.397,320.678,15419.01
700,LTU,Lithuania,https://flagicons.lipis.dev/flags/4x3/lt.svg,2004,33.914,1.867,243.511,822.35
717,LUX,Luxembourg,https://flagicons.lipis.dev/flags/4x3/lu.svg,2004,10.412,0.765,510.874,234.03
737,LVA,Latvia,https://flagicons.lipis.dev/flags/4x3/lv.svg,2004,23.68,1.475,180.294,408.03
742,MEX,Mexico,https://flagicons.lipis.dev/flags/4x3/mx.svg,2004,35.048,2.12,242.481,25944.4
831,NOR,Norway,https://flagicons.lipis.dev/flags/4x3/no.svg,2004,10.062,0.888,377.594,1733.88
868,NZL,New Zealand,https://flagicons.lipis.dev/flags/4x3/ne.svg,2004,10.767,0.851,213.402,872.28
883,POL,Poland,https://flagicons.lipis.dev/flags/4x3/pl.svg,2004,31.0,1.819,242.886,9273.93
904,PRT,Portugal,https://flagicons.lipis.dev/flags/4x3/pt.svg,2004,22.336,2.076,446.21,4678.0
939,SVK,Slovakia,https://flagicons.lipis.dev/flags/4x3/sk.svg,2004,34.185,2.215,336.67,1808.69
949,SVN,Slovenia,https://flagicons.lipis.dev/flags/4x3/si.svg,2004,21.234,1.683,383.638,766.13
1007,SWE,Sweden,https://flagicons.lipis.dev/flags/4x3/se.svg,2004,14.128,1.167,391.6,3521.87
1035,USA,United States,https://flagicons.lipis.dev/flags/4x3/um.svg,2004,12.505,1.818,762.271,223196.99
10,AUS,Australia,https://flagicons.lipis.dev/flags/4x3/au.svg,2005,15.218,1.213,432.513,8821.02
44,AUT,Austria,https://flagicons.lipis.dev/flags/4x3/at.svg,2005,13.325,1.277,445.188,3662.93
77,BEL,Belgium,https://flagicons.lipis.dev/flags/4x3/be.svg,2005,17.026,1.536,512.107,5366.17
131,CAN,Canada,https://flagicons.lipis.dev/flags/4x3/ca.svg,2005,18.058,1.637,592.738,19152.55
171,CHE,Switzerland,https://flagicons.lipis.dev/flags/4x3/ch.svg,2005,10.622,1.089,440.715,3277.65
211,CZE,Czech Republic,https://flagicons.lipis.dev/flags/4x3/cz.svg,2005,25.7,1.643,360.063,3676.68
246,DEU,Germany,https://flagicons.lipis.dev/flags/4x3/de.svg,2005,15.387,1.581,512.48,42263.93
287,DNK,Denmark,https://flagicons.lipis.dev/flags/4x3/dk.svg,2005,8.58,0.78,266.357,1443.5
316,ESP,Spain,https://flagicons.lipis.dev/flags/4x3/es.svg,2005,20.653,1.585,439.206,19172.73
332,EST,Estonia,https://flagicons.lipis.dev/flags/4x3/ee.svg,2005,24.026,1.191,196.655,266.42
356,FIN,Finland,https://flagicons.lipis.dev/flags/4x3/fi.svg,2005,16.109,1.288,412.21,2162.49
394,FRA,France,https://flagicons.lipis.dev/flags/4x3/fr.svg,2005,17.568,1.788,548.873,34677.44
463,GRC,Greece,https://flagicons.lipis.dev/flags/4x3/gr.svg,2005,22.338,2.01,514.01,5647.59
488,HUN,Hungary,https://flagicons.lipis.dev/flags/4x3/hu.svg,2005,31.27,2.511,427.151,4308.7
503,IRL,Ireland,https://flagicons.lipis.dev/flags/4x3/ie.svg,2005,15.473,1.183,478.511,1990.56
553,ISL,Iceland,https://flagicons.lipis.dev/flags/4x3/ic.svg,2005,14.433,1.33,491.556,145.86
597,ITA,Italy,https://flagicons.lipis.dev/flags/4x3/it.svg,2005,20.37,1.703,511.842,29671.22
632,JPN,Japan,https://flagicons.lipis.dev/flags/4x3/jp.svg,2005,19.794,1.54,487.681,62312.46
678,KOR,South Korea,https://flagicons.lipis.dev/flags/4x3/kr.svg,2005,28.402,1.443,349.272,16829.52
704,LTU,Lithuania,https://flagicons.lipis.dev/flags/4x3/lt.svg,2005,34.341,1.937,281.439,935.09
716,LUX,Luxembourg,https://flagicons.lipis.dev/flags/4x3/lu.svg,2005,10.208,0.733,523.189,243.37
736,LVA,Latvia,https://flagicons.lipis.dev/flags/4x3/lv.svg,2005,22.548,1.321,182.984,409.66
741,MEX,Mexico,https://flagicons.lipis.dev/flags/4x3/mx.svg,2005,35.603,2.108,260.194,28223.82
764,NLD,Netherlands,https://flagicons.lipis.dev/flags/4x3/nl.svg,2005,11.139,1.033,384.808,6280.02
837,NOR,Norway,https://flagicons.lipis.dev/flags/4x3/no.svg,2005,9.662,0.805,384.641,1778.31
863,NZL,New Zealand,https://flagicons.lipis.dev/flags/4x3/ne.svg,2005,10.697,0.885,227.251,939.43
879,POL,Poland,https://flagicons.lipis.dev/flags/4x3/pl.svg,2005,29.762,1.728,240.171,9166.23
888,PRT,Portugal,https://flagicons.lipis.dev/flags/4x3/pt.svg,2005,22.09,2.084,473.861,4977.12
938,SVK,Slovakia,https://flagicons.lipis.dev/flags/4x3/sk.svg,2005,33.282,2.196,364.882,1960.44
950,SVN,Slovenia,https://flagicons.lipis.dev/flags/4x3/si.svg,2005,21.305,1.697,406.336,812.86
988,SWE,Sweden,https://flagicons.lipis.dev/flags/4x3/se.svg,2005,13.922,1.152,391.434,3534.48
1025,USA,United States,https://flagicons.lipis.dev/flags/4x3/um.svg,2005,12.471,1.814,803.701,237506.99
11,AUS,Australia,https://flagicons.lipis.dev/flags/4x3/au.svg,2006,15.276,1.219,461.821,9558.72
45,AUT,Austria,https://flagicons.lipis.dev/flags/4x3/at.svg,2006,13.37,1.268,474.834,3926.23
88,BEL,Belgium,https://flagicons.lipis.dev/flags/4x3/be.svg,2006,16.501,1.472,521.218,5497.79
122,CAN,Canada,https://flagicons.lipis.dev/flags/4x3/ca.svg,2006,18.251,1.68,638.701,20802.81
172,CHE,Switzerland,https://flagicons.lipis.dev/flags/4x3/ch.svg,2006,10.399,1.02,458.412,3430.73
210,CZE,Czech Republic,https://flagicons.lipis.dev/flags/4x3/cz.svg,2006,23.478,1.457,346.049,3543.16
245,DEU,Germany,https://flagicons.lipis.dev/flags/4x3/de.svg,2006,14.983,1.518,527.646,43465.6
286,DNK,Denmark,https://flagicons.lipis.dev/flags/4x3/dk.svg,2006,8.718,0.799,298.291,1621.89
317,ESP,Spain,https://flagicons.lipis.dev/flags/4x3/es.svg,2006,19.635,1.523,469.511,20845.03
335,EST,Estonia,https://flagicons.lipis.dev/flags/4x3/ee.svg,2006,23.76,1.169,225.173,303.27
357,FIN,Finland,https://flagicons.lipis.dev/flags/4x3/fi.svg,2006,14.67,1.174,403.756,2126.29
393,FRA,France,https://flagicons.lipis.dev/flags/4x3/fr.svg,2006,17.322,1.74,567.916,36131.6
462,GRC,Greece,https://flagicons.lipis.dev/flags/4x3/gr.svg,2006,23.613,2.117,604.089,6657.28
487,HUN,Hungary,https://flagicons.lipis.dev/flags/4x3/hu.svg,2006,31.981,2.507,457.09,4603.52
502,IRL,Ireland,https://flagicons.lipis.dev/flags/4x3/ie.svg,2006,16.465,1.237,547.146,2338.28
552,ISL,Iceland,https://flagicons.lipis.dev/flags/4x3/ic.svg,2006,14.218,1.268,491.067,149.18
596,ITA,Italy,https://flagicons.lipis.dev/flags/4x3/it.svg,2006,20.124,1.702,550.732,32021.75
633,JPN,Japan,https://flagicons.lipis.dev/flags/4x3/jp.svg,2006,19.789,1.545,510.598,65282.0
679,KOR,South Korea,https://flagicons.lipis.dev/flags/4x3/kr.svg,2006,28.304,1.556,401.881,19466.43
696,LTU,Lithuania,https://flagicons.lipis.dev/flags/4x3/lt.svg,2006,30.993,1.809,298.436,975.86
722,LUX,Luxembourg,https://flagicons.lipis.dev/flags/4x3/lu.svg,2006,10.198,0.684,560.575,264.95
735,LVA,Latvia,https://flagicons.lipis.dev/flags/4x3/lv.svg,2006,23.176,1.33,209.574,464.91
740,MEX,Mexico,https://flagicons.lipis.dev/flags/4x3/mx.svg,2006,34.725,1.984,267.984,29503.0
765,NLD,Netherlands,https://flagicons.lipis.dev/flags/4x3/nl.svg,2006,10.857,0.997,404.948,6619.32
833,NOR,Norway,https://flagicons.lipis.dev/flags/4x3/no.svg,2006,9.232,0.731,395.454,1843.08
860,NZL,New Zealand,https://flagicons.lipis.dev/flags/4x3/ne.svg,2006,11.308,0.976,271.073,1134.33
878,POL,Poland,https://flagicons.lipis.dev/flags/4x3/pl.svg,2006,28.819,1.672,253.274,9660.19
901,PRT,Portugal,https://flagicons.lipis.dev/flags/4x3/pt.svg,2006,22.342,2.041,503.565,5298.66
923,PSE,Palestine,https://flagicons.lipis.dev/flags/4x3/pa.svg,2006,13.293,0.923,236.833,1670.55
937,SVK,Slovakia,https://flagicons.lipis.dev/flags/4x3/sk.svg,2006,31.128,2.136,403.152,2166.16
951,SVN,Slovenia,https://flagicons.lipis.dev/flags/4x3/si.svg,2006,21.146,1.65,425.293,853.51
989,SWE,Sweden,https://flagicons.lipis.dev/flags/4x3/se.svg,2006,13.952,1.139,426.3,3871.02
1026,USA,United States,https://flagicons.lipis.dev/flags/4x3/um.svg,2006,12.725,1.866,866.302,258487.11
12,AUS,Australia,https://flagicons.lipis.dev/flags/4x3/au.svg,2007,15.201,1.225,485.887,10119.86
46,AUT,Austria,https://flagicons.lipis.dev/flags/4x3/at.svg,2007,13.605,1.289,504.849,4187.97
79,BEL,Belgium,https://flagicons.lipis.dev/flags/4x3/be.svg,2007,16.676,1.493,550.12,5845.41
123,CAN,Canada,https://flagicons.lipis.dev/flags/4x3/ca.svg,2007,18.052,1.679,662.072,21774.18
173,CHE,Switzerland,https://flagicons.lipis.dev/flags/4x3/ch.svg,2007,10.305,0.993,491.141,3708.66
209,CZE,Czech Republic,https://flagicons.lipis.dev/flags/4x3/cz.svg,2007,22.213,1.339,348.982,3594.11
244,DEU,Germany,https://flagicons.lipis.dev/flags/4x3/de.svg,2007,15.321,1.53,566.139,46574.2
292,DNK,Denmark,https://flagicons.lipis.dev/flags/4x3/dk.svg,2007,8.886,0.829,322.787,1762.88
318,ESP,Spain,https://flagicons.lipis.dev/flags/4x3/es.svg,2007,19.01,1.49,485.437,21954.76
334,EST,Estonia,https://flagicons.lipis.dev/flags/4x3/ee.svg,2007,21.745,1.093,240.063,321.85
358,FIN,Finland,https://flagicons.lipis.dev/flags/4x3/fi.svg,2007,14.676,1.149,432.867,2289.31
395,FRA,France,https://flagicons.lipis.dev/flags/4x3/fr.svg,2007,17.21,1.714,587.233,37592.44
461,GRC,Greece,https://flagicons.lipis.dev/flags/4x3/gr.svg,2007,25.798,2.337,684.401,7561.59
486,HUN,Hungary,https://flagicons.lipis.dev/flags/4x3/hu.svg,2007,31.617,2.294,434.32,4367.43
501,IRL,Ireland,https://flagicons.lipis.dev/flags/4x3/ie.svg,2007,16.356,1.276,596.486,2623.91
549,ISL,Iceland,https://flagicons.lipis.dev/flags/4x3/ic.svg,2007,13.505,1.178,479.64,149.44
595,ITA,Italy,https://flagicons.lipis.dev/flags/4x3/it.svg,2007,20.002,1.633,554.861,32425.14
634,JPN,Japan,https://flagicons.lipis.dev/flags/4x3/jp.svg,2007,19.972,1.576,544.008,69633.57
664,KOR,South Korea,https://flagicons.lipis.dev/flags/4x3/kr.svg,2007,27.062,1.532,426.283,20753.01
698,LTU,Lithuania,https://flagicons.lipis.dev/flags/4x3/lt.svg,2007,28.47,1.639,312.933,1011.18
715,LUX,Luxembourg,https://flagicons.lipis.dev/flags/4x3/lu.svg,2007,10.673,0.665,588.312,282.39
734,LVA,Latvia,https://flagicons.lipis.dev/flags/4x3/lv.svg,2007,26.523,1.53,277.258,610.06
739,MEX,Mexico,https://flagicons.lipis.dev/flags/4x3/mx.svg,2007,33.928,1.974,279.012,31203.68
775,NLD,Netherlands,https://flagicons.lipis.dev/flags/4x3/nl.svg,2007,11.004,1.016,441.76,7236.78
843,NOR,Norway,https://flagicons.lipis.dev/flags/4x3/no.svg,2007,8.579,0.691,385.796,1816.77
859,NZL,New Zealand,https://flagicons.lipis.dev/flags/4x3/ne.svg,2007,10.394,0.865,254.188,1073.64
877,POL,Poland,https://flagicons.lipis.dev/flags/4x3/pl.svg,2007,26.54,1.559,261.569,9971.16
900,PRT,Portugal,https://flagicons.lipis.dev/flags/4x3/pt.svg,2007,22.136,2.007,515.673,5436.72
929,PSE,Palestine,https://flagicons.lipis.dev/flags/4x3/pa.svg,2007,13.57,0.938,257.901,1851.75
936,SVK,Slovakia,https://flagicons.lipis.dev/flags/4x3/sk.svg,2007,29.372,2.112,446.793,2401.34
952,SVN,Slovenia,https://flagicons.lipis.dev/flags/4x3/si.svg,2007,20.077,1.505,415.215,837.95
990,SWE,Sweden,https://flagicons.lipis.dev/flags/4x3/se.svg,2007,13.704,1.106,448.828,4105.92
1034,USA,United States,https://flagicons.lipis.dev/flags/4x3/um.svg,2007,12.641,1.884,905.301,272704.91
13,AUS,Australia,https://flagicons.lipis.dev/flags/4x3/au.svg,2008,15.412,1.273,510.172,10840.75
47,AUT,Austria,https://flagicons.lipis.dev/flags/4x3/at.svg,2008,13.606,1.311,538.253,4479.07
80,BEL,Belgium,https://flagicons.lipis.dev/flags/4x3/be.svg,2008,16.407,1.532,584.31,6257.94
124,CAN,Canada,https://flagicons.lipis.dev/flags/4x3/ca.svg,2008,17.828,1.687,679.645,22595.32
174,CHE,Switzerland,https://flagicons.lipis.dev/flags/4x3/ch.svg,2008,10.137,0.991,518.695,3966.81
208,CZE,Czech Republic,https://flagicons.lipis.dev/flags/4x3/cz.svg,2008,20.906,1.332,370.216,3844.55
234,DEU,Germany,https://flagicons.lipis.dev/flags/4x3/de.svg,2008,15.339,1.562,603.742,49573.31
285,DNK,Denmark,https://flagicons.lipis.dev/flags/4x3/dk.svg,2008,8.328,0.792,326.956,1796.17
319,ESP,Spain,https://flagicons.lipis.dev/flags/4x3/es.svg,2008,18.494,1.533,512.994,23574.18
333,EST,Estonia,https://flagicons.lipis.dev/flags/4x3/ee.svg,2008,18.788,1.081,244.933,327.5
359,FIN,Finland,https://flagicons.lipis.dev/flags/4x3/fi.svg,2008,14.585,1.179,471.269,2504.04
404,FRA,France,https://flagicons.lipis.dev/flags/4x3/fr.svg,2008,17.044,1.722,607.178,39087.08
485,HUN,Hungary,https://flagicons.lipis.dev/flags/4x3/hu.svg,2008,31.912,2.277,468.726,4705.16
515,IRL,Ireland,https://flagicons.lipis.dev/flags/4x3/ie.svg,2008,15.953,1.453,643.036,2886.94
550,ISL,Iceland,https://flagicons.lipis.dev/flags/4x3/ic.svg,2008,14.572,1.27,542.052,172.05
594,ITA,Italy,https://flagicons.lipis.dev/flags/4x3/it.svg,2008,19.185,1.643,581.535,34209.8
635,JPN,Japan,https://flagicons.lipis.dev/flags/4x3/jp.svg,2008,19.9,1.632,567.72,72703.93
663,KOR,South Korea,https://flagicons.lipis.dev/flags/4x3/kr.svg,2008,26.569,1.546,442.9,21726.33
694,LTU,Lithuania,https://flagicons.lipis.dev/flags/4x3/lt.svg,2008,26.126,1.643,340.758,1089.82
714,LUX,Luxembourg,https://flagicons.lipis.dev/flags/4x3/lu.svg,2008,10.226,0.669,611.498,298.81
738,LVA,Latvia,https://flagicons.lipis.dev/flags/4x3/lv.svg,2008,21.484,1.209,234.848,511.34
747,MEX,Mexico,https://flagicons.lipis.dev/flags/4x3/mx.svg,2008,33.143,1.904,280.672,31901.69
756,NLD,Netherlands,https://flagicons.lipis.dev/flags/4x3/nl.svg,2008,10.33,0.982,450.402,7407.13
844,NOR,Norway,https://flagicons.lipis.dev/flags/4x3/no.svg,2008,7.95,0.633,390.574,1862.34
876,POL,Poland,https://flagicons.lipis.dev/flags/4x3/pl.svg,2008,24.605,1.568,287.143,10947.54
899,PRT,Portugal,https://flagicons.lipis.dev/flags/4x3/pt.svg,2008,21.184,1.981,527.624,5570.75
930,PSE,Palestine,https://flagicons.lipis.dev/flags/4x3/pa.svg,2008,13.389,0.937,256.823,1877.07
935,SVK,Slovakia,https://flagicons.lipis.dev/flags/4x3/sk.svg,2008,30.159,2.101,497.76,2677.57
953,SVN,Slovenia,https://flagicons.lipis.dev/flags/4x3/si.svg,2008,19.07,1.497,443.436,896.32
992,SWE,Sweden,https://flagicons.lipis.dev/flags/4x3/se.svg,2008,13.65,1.135,474.925,4378.64
1020,USA,United States,https://flagicons.lipis.dev/flags/4x3/um.svg,2008,12.399,1.896,917.815,279102.0
14,AUS,Australia,https://flagicons.lipis.dev/flags/4x3/au.svg,2009,15.535,1.334,553.724,12011.21
48,AUT,Austria,https://flagicons.lipis.dev/flags/4x3/at.svg,2009,12.53,1.271,517.265,4315.71
81,BEL,Belgium,https://flagicons.lipis.dev/flags/4x3/be.svg,2009,15.792,1.59,605.096,6532.91
125,CAN,Canada,https://flagicons.lipis.dev/flags/4x3/ca.svg,2009,17.824,1.885,731.121,24586.55
175,CHE,Switzerland,https://flagicons.lipis.dev/flags/4x3/ch.svg,2009,10.134,1.053,543.521,4208.93
207,CZE,Czech Republic,https://flagicons.lipis.dev/flags/4x3/cz.svg,2009,22.139,1.618,446.076,4658.79
243,DEU,Germany,https://flagicons.lipis.dev/flags/4x3/de.svg,2009,15.207,1.698,640.783,52481.61
283,DNK,Denmark,https://flagicons.lipis.dev/flags/4x3/dk.svg,2009,7.613,0.813,328.132,1812.3
320,ESP,Spain,https://flagicons.lipis.dev/flags/4x3/es.svg,2009,18.252,1.641,531.957,24663.09
342,EST,Estonia,https://flagicons.lipis.dev/flags/4x3/ee.svg,2009,19.983,1.307,268.334,358.1
343,FIN,Finland,https://flagicons.lipis.dev/flags/4x3/fi.svg,2009,14.059,1.247,472.342,2521.77
397,FRA,France,https://flagicons.lipis.dev/flags/4x3/fr.svg,2009,16.623,1.796,626.498,40538.83
460,GRC,Greece,https://flagicons.lipis.dev/flags/4x3/gr.svg,2009,27.171,2.573,782.011,8685.81
484,HUN,Hungary,https://flagicons.lipis.dev/flags/4x3/hu.svg,2009,32.863,2.394,492.437,4935.52
532,IRL,Ireland,https://flagicons.lipis.dev/flags/4x3/ie.svg,2009,15.135,1.591,661.276,2999.13
560,ISL,Iceland,https://flagicons.lipis.dev/flags/4x3/ic.svg,2009,15.665,1.419,582.697,185.59
593,ITA,Italy,https://flagicons.lipis.dev/flags/4x3/it.svg,2009,18.964,1.702,588.13,34755.76
636,JPN,Japan,https://flagicons.lipis.dev/flags/4x3/jp.svg,2009,20.982,1.901,629.162,80562.31
680,KOR,South Korea,https://flagicons.lipis.dev/flags/4x3/kr.svg,2009,26.122,1.662,470.691,23208.75
